NM_MUNICIP,CD_GEOCMU,latitude,longitude,COD_TSE
CONDADO,2604601,-7.596507812551477,-35.098858449833386,43095
CORRENTES,2604700,-9.114576849231321,-36.33897046667869,43117
CORTÊS,2604809,-8.432621007409509,-35.53083783598557,43133
CUMARU,2604908,-8.039780147362958,-35.72048229355739,43150
CUPIRA,2605004,-8.582913495260831,-35.931731879131114,43176
CUSTÓDIA,2605103,-8.173878609480118,-37.68164454868126,43192
DORMENTES,2605152,-8.496116207742398,-40.61993122387448,43214
ESCADA,2605202,-8.369638059729729,-35.264569990722386,41882
EXU,2605301,-7.5159075304675005,-39.74818652766423,43230
FEIRA NOVA,2605400,-7.952970291566107,-35.3835175739959,43257
FERNANDO DE NORONHA,2605459,-3.857173663951336,-32.42661880352337,43273
FERREIROS,2605509,-7.476764071282942,-35.24332396812505,43290
FLORES,2605608,-7.939806226929656,-37.89475261286787,43311
FLORESTA,2605707,-8.566559769423673,-38.30585347399642,43338
FREI MIGUELINHO,2605806,-7.935101607318053,-35.88510232694141,43354
GAMELEIRA,2605905,-8.612840944360153,-35.39265281791233,43370
GARANHUNS,2606002,-8.928950016661537,-36.50115557754473,43397
GLÓRIA DO GOITÁ,2606101,-8.013043964802533,-35.339674742216616,43419
GOIANA,2606200,-7.597014057745692,-34.94244623058383,43036
GRANITO,2606309,-7.7883367149861344,-39.69440572031379,43451
GRAVATÁ,2606408,-8.198738979916412,-35.56402362273947,43435
IATI,2606507,-9.143222559562046,-36.90093276977448,43478
IBIMIRIM,2606606,-8.592312471966276,-37.60780322885054,43494
IBIRAJUBA,2606705,-8.613479974885125,-36.20146530236485,43516
IGARASSU,2606804,-7.817750508716707,-34.96043337469325,43532
IGUARACY,2606903,-7.845522365759687,-37.403140278424246,43559
INAJÁ,2607000,-8.808326783045171,-37.84616502133703,41904
INGAZEIRA,2607109,-7.713650735687943,-37.41587971492988,41920
IPOJUCA,2607208,-8.437523985889577,-35.087895672809964,43575
IPUBI,2607307,-7.497876779447091,-40.21739635813773,43591
ITACURUBA,2607406,-8.749026690630323,-38.72850952592781,43613
ITAÍBA,2607505,-8.984231527858991,-37.2958440672249,43630
ILHA DE ITAMARACÁ,2607604,-7.7591881789559505,-34.85459281165792,43656
ITAMBÉ,2607653,-7.449972147966068,-35.134235944093355,43672
ITAPETIM,2607703,-7.397434448935712,-37.14325242788989,43699
ITAPISSUMA,2607752,-7.7461357134543345,-34.90740946726477,43710
ITAQUITINGA,2607802,-7.686299964510398,-35.03254380511917,43737
JABOATÃO DOS GUARARAPES,2607901,-8.152543367475639,-35.00324509017863,43753
JAQUEIRA,2607950,-8.743486781298401,-35.807792649850285,43770
JATAÚBA,2608008,-8.055314735886855,-36.533793206107504,43796
JATOBÁ,2608057,-9.207553660482407,-38.21384810733357,43818
JOÃO ALFREDO,2608107,-7.859778180707334,-35.59340726354637,43834
JOAQUIM NABUCO,2608206,-8.561918523405359,-35.544577741784046,43850
JUCATI,2608255,-8.744354746080049,-36.45928910609866,43877
JUPI,2608305,-8.715614778836667,-36.39406482112121,43893
JUREMA,2608404,-8.75567110944105,-36.1427114222471,43915
LAGOA DO CARRO,2608453,-7.852733731395823,-35.336833919931955,43931
LAGOA DE ITAENGA,2608503,-7.909918350644622,-35.294535220433936,43958
LAGOA DO OURO,2608602,-9.16187030632309,-36.46481263687382,43974
LAGOA DOS GATOS,2608701,-8.68224124094783,-35.895427072003606,41947
LAGOA GRANDE,2608750,-8.777248285816054,-40.22307466374375,43990
LAJEDO,2608800,-8.677897983036358,-36.286307303616134,44016
LIMOEIRO,2608909,-7.847716833754362,-35.447602425293006,41963
MACAPARANA,2609006,-7.5275406347644545,-35.450467717840574,44032
MACHADOS,2609105,-7.7043383486155905,-35.499995664958455,44059
MANARI,2609154,-8.89285830813045,-37.55402572449832,44075
MARAIAL,2609204,-8.83438773635942,-35.76166911673476,44091
MIRANDIBA,2609303,-8.157479475994233,-38.735910515699,44113
MORENO,2609402,-8.14381145220588,-35.14695783692006,44130
NAZARÉ DA MATA,2609501,-7.737190327467758,-35.23304359445985,44156
OLINDA,2609600,-7.993184896890184,-34.866530727896254,41980
OROBÓ,2609709,-7.706018532242539,-35.598635671755794,42005
OROCÓ,2609808,-8.472211804804449,-39.59104323956832,44172
OURICURI,2609907,-7.965896084803723,-40.164450347384545,44199
PALMARES,2610004,-8.656328087918807,-35.629970421571095,44210
PALMEIRINA,2610103,-9.011415478038332,-36.27803150353371,44237
PANELAS,2610202,-8.664794073653853,-36.04913832696126,42021
PARANATAMA,2610301,-8.894146757303275,-36.70645668116258,44253
PARNAMIRIM,2610400,-8.161778764556331,-39.76964621282004,44270
PASSIRA,2610509,-8.012382161359827,-35.54674401482019,44296
PAUDALHO,2610608,-7.906085979390372,-35.15516598554437,44318
PAULISTA,2610707,-7.928171199801872,-34.88300105624461,44334
PEDRA,2610806,-8.697206337760726,-36.89995961557444,44350
PESQUEIRA,2610905,-8.390669269335131,-36.73941196411578,44377
PETROLÂNDIA,2611002,-8.899338532729791,-38.30790090381351,44393
PETROLINA,2611101,-9.019703128619636,-40.57231614795048,44415
POÇÃO,2611200,-8.224700623779851,-36.711703818960274,44431
POMBOS,2611309,-8.18169860861765,-35.387280898899775,44458
PRIMAVERA,2611408,-8.326453670686087,-35.391226848059794,40126
QUIPAPÁ,2611507,-8.835708279278151,-36.028786143834154,44474
QUIXABA,2611533,-7.717328723306276,-37.84889070939352,40142
RECIFE,2611606,-8.038940714539336,-34.93334263794457,42048
RIACHO DAS ALMAS,2611705,-8.081918232547004,-35.882803989853016,44490
RIBEIRÃO,2611804,-8.504419009189839,-35.366806746342405,44512
RIO FORMOSO,2611903,-8.675176072231963,-35.217950675884545,44539
SAIRÉ,2612000,-8.303265909435357,-35.68476053190793,44555
SALGADINHO,2612109,-7.916086122411207,-35.59354344815824,44571
SALGUEIRO,2612208,-8.129232899123181,-39.090608304288565,44598
SALOÁ,2612307,-8.991488304864484,-36.738918350129424,44610
SANHARÓ,2612406,-8.365246570294937,-36.54952394979683,44636
SANTA CRUZ,2612455,-8.291156338979476,-40.30223053225088,44652
SANTA CRUZ DA BAIXA VERDE,2612471,-7.849736587180853,-38.17584074486956,44679
SANTA CRUZ DO CAPIBARIBE,2612505,-7.889616203864205,-36.325300744041904,44695
SANTA FILOMENA,2612554,-8.22351847472938,-40.57144921411079,40169
SANTA MARIA DA BOA VISTA,2612604,-8.629644667386616,-39.914295204224295,44717
SANTA MARIA DO CAMBUCÁ,2612703,-7.824693561001331,-35.88277518266017,44733
SANTA TEREZINHA,2612802,-7.430424494455121,-37.43648577435965,44750
SÃO BENEDITO DO SUL,2612901,-8.80932871824213,-35.90658728852693,40185
SÃO BENTO DO UNA,2613008,-8.536060864730162,-36.45066044119332,44776
SÃO CAITANO,2613107,-8.328884485335323,-36.14799746254329,44792
SÃO JOÃO,2613206,-8.880211220024375,-36.37757193138111,44814
SÃO JOAQUIM DO MONTE,2613305,-8.45456903737805,-35.84302194926314,44830
SÃO JOSÉ DA COROA GRANDE,2613404,-8.865879778001435,-35.18482386264692,44857
SÃO JOSÉ DO BELMONTE,2613503,-7.865651608154581,-38.74566469653012,44873
SÃO JOSÉ DO EGITO,2613602,-7.528136143110927,-37.27293873191375,44890
SÃO LOURENÇO DA MATA,2613701,-8.023625296481223,-35.10450400307377,44911
SÃO VICENTE FÉRRER,2613800,-7.606528818084214,-35.48980398896289,44938
SERRA TALHADA,2613909,-8.035848000974063,-38.36975303777616,44954
SERRITA,2614006,-7.850490894876658,-39.38158503651733,44970
SERTÂNIA,2614105,-8.210592087450742,-37.33713510230943,44997
SIRINHAÉM,2614204,-8.572028211108819,-35.17205461060516,45012
MOREILÂNDIA,2614303,-7.618107605854781,-39.52249192025441,45039
SOLIDÃO,2614402,-7.585115175363296,-37.65135378155709,45055
SURUBIM,2614501,-7.891525213992303,-35.754390175578955,45071
TABIRA,2614600,-7.577557115204903,-37.51361785973468,45110
TACAIMBÓ,2614709,-8.347983388045144,-36.270196656878035,45136
TACARATU,2614808,-8.956755242126327,-38.076538798035116,45152
TAMANDARÉ,2614857,-8.745662999096162,-35.229919999763425,45179
TAQUARITINGA DO NORTE,2615003,-7.869681124093515,-36.13068787556232,40207
TEREZINHA,2615102,-9.077504799548137,-36.630926306794855,45195
TERRA NOVA,2615201,-8.145416952269251,-39.389159046197186,45217
TIMBAÚBA,2615300,-7.533894565189077,-35.34035489896457,45233
TORITAMA,2615409,-7.999286955005402,-36.056324032122006,45250
TRACUNHAÉM,2615508,-7.758969506426584,-35.160275847545186,45276
TRINDADE,2615607,-7.727874680524606,-40.29503733324179,45292
TRIUNFO,2615706,-7.849926029853747,-38.066645582664925,45314
TUPANATINGA,2615805,-8.683950048500277,-37.280231915725096,45330
TUPARETAMA,2615904,-7.688267050824377,-37.26382362683083,40223
VENTUROSA,2616001,-8.615082452415269,-36.80530095928452,45357
VERDEJANTE,2616100,-7.975873057862903,-38.98901080204111,45373
VERTENTE DO LÉRIO,2616183,-7.777233293156375,-35.815682100624656,42064
VERTENTES,2616209,-7.889919335908744,-35.9825881758464,45390
VICÊNCIA,2616308,-7.659562180827893,-35.357098584639786,49352
VITÓRIA DE SANTO ANTÃO,2616407,-8.14998855339224,-35.287499876181485,42080
XEXÉU,2616506,-8.836302587096501,-35.65348718742037,45411
ÁGUA BRANCA,2700102,-9.266483802730196,-37.89880512483194,45438
ANADIA,2700201,-9.663075490874178,-36.31373519143968,45454
ARAPIRACA,2700300,-9.749154111306806,-36.6410522210046,42102
ATALAIA,2700409,-9.504777263552814,-36.072390886303744,42129
BARRA DE SANTO ANTÔNIO,2700508,-9.382160791782864,-35.56415521779624,42145
BARRA DE SÃO MIGUEL,2700607,-9.813316304521251,-35.94503897878318,42161
BATALHA,2700706,-9.706703519822069,-37.10083306777186,45470
BELÉM,2700805,-9.557220949552494,-36.49186048526477,45497
BELO MONTE,2700904,-9.817624552932427,-37.18853189811062,45519
BOCA DA MATA,2701001,-9.66763295749318,-36.181099193995344,45535
BRANQUINHA,2701100,-9.223096863763008,-36.03974856015363,45551
CACIMBINHAS,2701209,-9.445635817686881,-36.92167397215639,45578
CAJUEIRO,2701308,-9.393331123167462,-36.16023742946393,45594
CAMPESTRE,2701357,-8.893410419116819,-35.54041112595121,45616
CAMPO ALEGRE,2701407,-9.8150982312951,-36.28270605431696,45632
CAMPO GRANDE,2701506,-9.967478559577133,-36.74676810196605,42188
CANAPI,2701605,-9.125336820790796,-37.52857679279799,45659
CAPELA,2701704,-9.348426835925947,-36.09129128181553,45675
CARNEIROS,2701803,-9.462860561111036,-37.36802450921754,45691
CHÃ PRETA,2701902,-9.240730443723585,-36.27750863706387,45713
COITÉ DO NÓIA,2702009,-9.629802024937401,-36.581775086343406,45730
COLÔNIA LEOPOLDINA,2702108,-8.94201038657052,-35.760125701585345,45756
COQUEIRO SECO,2702207,-9.642138828287935,-35.8084491885271,45772
CORURIPE,2702306,-10.082393291181713,-36.230494478814244,45799
CRAÍBAS,2702355,-9.629567106493539,-36.78850273443315,45810
DELMIRO GOUVEIA,2702405,-9.3973467035754,-38.0474588551831,45837
DOIS RIACHOS,2702504,-9.382976568722428,-37.06981382600957,45853
ESTRELA DE ALAGOAS,2702553,-9.393566761534148,-36.770334151655064,45870
FEIRA GRANDE,2702603,-9.889970442510702,-36.662791658082966,45896
FELIZ DESERTO,2702702,-10.283061541942503,-36.3365194021056,45918
FLEXEIRAS,2702801,-9.245337717434571,-35.76384829989731,42200
GIRAU DO PONCIANO,2702900,-9.793176376692443,-36.85013344141258,45934
IBATEGUARA,2703007,-8.954409472613635,-35.89628990711053,45950
IGACI,2703106,-9.543568715688096,-36.681796703501576,45977
IGREJA NOVA,2703205,-10.140014597897665,-36.62004407542296,45993
INHAPI,2703304,-9.27176588179143,-37.69212644767834,40240
JACARÉ DOS HOMENS,2703403,-9.652475152336192,-37.22760181277396,46019
JACUÍPE,2703502,-8.884001783502619,-35.44703673823538,46035
JAPARATINGA,2703601,-9.08327261596761,-35.29805897375794,46051
JARAMATAIA,2703700,-9.654699258668302,-36.996094403996416,46078
JEQUIÁ DA PRAIA,2703759,-9.921533059809931,-36.097162561868245,46094
JOAQUIM GOMES,2703809,-9.079359922748633,-35.77888060084912,42226
JUNDIÁ,2703908,-8.96254387844795,-35.5370416707811,46116
JUNQUEIRO,2704005,-9.856564712926481,-36.440813107164615,42242
LAGOA DA CANOA,2704104,-9.799784536202065,-36.735781743224905,46132
LIMOEIRO DE ANADIA,2704203,-9.732223309948488,-36.46797818956141,46159
MACEIÓ,2704302,-9.522390852281816,-35.71149486907815,46175
MAJOR ISIDORO,2704401,-9.54101892079777,-37.00879138786138,46191
MARAGOGI,2704500,-8.951755124951061,-35.26915707155561,46213
MARAVILHA,2704609,-9.244093183678267,-37.399155225981865,40266
MARECHAL DEODORO,2704708,-9.715938180013644,-35.90638887366916,46230
MARIBONDO,2704807,-9.559129748688695,-36.29553846208261,46256
MAR VERMELHO,2704906,-9.472918897869356,-36.403034719226135,46272
MATA GRANDE,2705002,-9.052247262004553,-37.75666203891429,46299
MATRIZ DE CAMARAGIBE,2705101,-9.104343516113238,-35.581772815832785,46310
MESSIAS,2705200,-9.3436287987553,-35.812328710941344,46337
MINADOR DO NEGRÃO,2705309,-9.33671753850619,-36.863546243293094,46353
MONTEIRÓPOLIS,2705408,-9.600571481552947,-37.295795524095475,46370
MURICI,2705507,-9.290846449285713,-35.923973305861416,46396
NOVO LINO,2705606,-8.96301931689615,-35.62926020970305,46418
OLHO D'ÁGUA DAS FLORES,2705705,-9.531764884020662,-37.259354725319945,46434
OLHO D'ÁGUA DO CASADO,2705804,-9.43654758692834,-37.81504412134363,46450
OLHO D'ÁGUA GRANDE,2705903,-10.05619205718978,-36.79325015337892,46477
OLIVENÇA,2706000,-9.489056842972973,-37.17766627098353,46493
OURO BRANCO,2706109,-9.127496902998093,-37.36402657640589,46515
PALESTINA,2706208,-9.689187376365199,-37.30278930533606,46531
PALMEIRA DOS ÍNDIOS,2706307,-9.418344274145037,-36.605626830193636,46558
PÃO DE AÇÚCAR,2706406,-9.670923312197868,-37.485606070867895,46574
PARICONHA,2706422,-9.240496832640574,-38.04762652378978,46590
PARIPUEIRA,2706448,-9.435578261535936,-35.5937141917751,46612
PASSO DE CAMARAGIBE,2706505,-9.255559408777302,-35.500193495398456,46639
PAULO JACINTO,2706604,-9.377701303776805,-36.40966885786232,46655
PENEDO,2706703,-10.231776424200897,-36.48262677714138,46671
PIAÇABUÇU,2706802,-10.386804260426278,-36.40160063253696,46698
PILAR,2706901,-9.612881910156831,-36.0033354355019,46710
PINDOBA,2707008,-9.475901545877187,-36.2855833497316,46736
PIRANHAS,2707107,-9.524460984832956,-37.725859689040135,54453
POÇO DAS TRINCHEIRAS,2707206,-9.298665272688423,-37.32031768434064,46752
PORTO CALVO,2707305,-9.025667836348136,-35.42701890545667,46779
PORTO DE PEDRAS,2707404,-9.14342148664485,-35.40650123876678,46795
PORTO REAL DO COLÉGIO,2707503,-10.121509938559898,-36.73767584692264,46817
QUEBRANGULO,2707602,-9.303112310085988,-36.46116463928515,46833
RIO LARGO,2707701,-9.479974473340915,-35.864241525943605,46850
ROTEIRO,2707800,-9.868864388762534,-35.980145379180776,46876
SANTA LUZIA DO NORTE,2707909,-9.612255679093273,-35.8303440553419,46892
SANTANA DO IPANEMA,2708006,-9.358277002550338,-37.21070442617667,46914
SANTANA DO MUNDAÚ,2708105,-9.127995224179749,-36.191142977982615,46930
SÃO BRÁS,2708204,-10.107867143165118,-36.863303124998396,46957
SÃO JOSÉ DA LAJE,2708303,-8.987439880088912,-36.03982388838325,46973
SÃO JOSÉ DA TAPERA,2708402,-9.532699849356877,-37.490551055089895,46990
SÃO LUÍS DO QUITUNDE,2708501,-9.249731943875826,-35.634215106570366,40282
SÃO MIGUEL DOS CAMPOS,2708600,-9.766910440419688,-36.09732684001021,40304
SÃO MIGUEL DOS MILAGRES,2708709,-9.230783174074498,-35.40690696221205,47015
SÃO SEBASTIÃO,2708808,-9.96357319036529,-36.550546440518545,47031
SATUBA,2708907,-9.578388810708296,-35.84584549934004,47058
SENADOR RUI PALMEIRA,2708956,-9.390943613325216,-37.51130525351714,42269
TANQUE D'ARCA,2709004,-9.557923310144645,-36.422892303171636,47074
TAQUARANA,2709103,-9.624863389939938,-36.49509537820373,42285
TEOTÔNIO VILELA,2709152,-9.964782581409716,-36.37150280714192,47090
TRAIPU,2709202,-9.89727611652092,-36.96923432214693,47112
UNIÃO DOS PALMARES,2709301,-9.120955586202077,-36.01441645089849,47139
VIÇOSA,2709400,-9.358053782908767,-36.26404489216128,47155
AMPARO DE SÃO FRANCISCO,2800100,-10.165946161293284,-36.92127735349814,47171
AQUIDABÃ,2800209,-10.260874045445176,-37.06405827808497,47198
ARACAJU,2800308,-10.994269247831767,-37.09469252658382,47210
ARAUÁ,2800407,-11.261784795994938,-37.59143834413171,47236
AREIA BRANCA,2800506,-10.787434109267194,-37.33156802070168,47252
BARRA DOS COQUEIROS,2800605,-10.852830552288284,-36.971253277329886,47279
BOQUIM,2800670,-11.12043104991358,-37.59689909456867,47295
BREJO GRANDE,2800704,-10.477712293020133,-36.47169969927518,42307
CAMPO DO BRITO,2801009,-10.765880403691012,-37.50092469321797,42323
CANHOBA,2801108,-10.148913313791137,-37.00172893078604,40924
CANINDÉ DE SÃO FRANCISCO,2801207,-9.712549578178107,-37.91367293805421,40320
CAPELA,2801306,-10.46882015688821,-37.03628707085617,47333
CARIRA,2801405,-10.36365495547667,-37.71046161097343,47350
CARMÓPOLIS,2801504,-10.664426349759538,-36.966347827830454,47376
CEDRO DE SÃO JOÃO,2801603,-10.26638117888701,-36.89898727904628,40940
CRISTINÁPOLIS,2801702,-11.480461393212511,-37.73607302158364,47392
CUMBE,2801900,-10.349062498277448,-37.19514659537501,47414
DIVINA PASTORA,2802007,-10.67515252015864,-37.156645721750095,47430
ESTÂNCIA,2802106,-11.248887131325299,-37.39797787554308,47457
FEIRA NOVA,2802205,-10.282757864232554,-37.3293892560226,47473
FREI PAULO,2802304,-10.522473360430695,-37.58991223583675,47490
GARARU,2802403,-10.027011267759557,-37.20375481122304,40347
GENERAL MAYNARD,2802502,-10.69272081590598,-36.97144640953263,47511
GRACHO CARDOSO,2802601,-10.222080529244403,-37.219066042823854,47538
ILHA DAS FLORES,2802700,-10.45539310116089,-36.553730657460505,47554
INDIAROBA,2802809,-11.475630751538878,-37.52965506112629,47570
ITABAIANA,2802908,-10.685891379849886,-37.42166939097141,47597
ITABAIANINHA,2803005,-11.258513026090515,-37.77694586856094,47619
ITABI,2803104,-10.106289353123953,-37.143357877666794,47635
ITAPORANGA D'AJUDA,2803203,-11.057697994692962,-37.3182276105983,47651
JAPARATUBA,2803302,-10.553347130620017,-36.9029349942723,40967
JAPOATÃ,2803401,-10.436444154147225,-36.78821811925814,47678
LAGARTO,2803500,-10.902703016676783,-37.66414148159275,47694
LARANJEIRAS,2803609,-10.804551124160634,-37.1862822107239,47716
MACAMBIRA,2803708,-10.660170484725848,-37.59690919132023,40363
MALHADA DOS BOIS,2803807,-10.329312655582646,-36.9442338480296,40380
MALHADOR,2803906,-10.672906442957308,-37.288039974527976,40983
MARUIM,2804003,-10.730622884305768,-37.10520559645715,41009
MOITA BONITA,2804102,-10.594116255989174,-37.34093170502571,47732
MONTE ALEGRE DE SERGIPE,2804201,-10.064105873755006,-37.62567750419815,47759
MURIBECA,2804300,-10.383680450817858,-36.95926312478977,47775
NEÓPOLIS,2804409,-10.34790549083467,-36.66188805450224,47791
NOSSA SENHORA APARECIDA,2804458,-10.357843413389036,-37.50512349051508,47813
NOSSA SENHORA DA GLÓRIA,2804508,-10.177638868625944,-37.52775996774192,47830
NOSSA SENHORA DAS DORES,2804607,-10.466687869400284,-37.240625797272436,40401
NOSSA SENHORA DE LOURDES,2804706,-10.077213143372074,-37.016038911858026,47856
NOSSA SENHORA DO SOCORRO,2804805,-10.863952391545565,-37.14553318781781,47872
PACATUBA,2804904,-10.518130491775713,-36.64659614605614,47899
PEDRA MOLE,2805000,-10.624938791006908,-37.68005265217789,47910
PEDRINHAS,2805109,-11.204490261900956,-37.6585097514562,47953
PINHÃO,2805208,-10.563322358969,-37.75807335288042,47937
PIRAMBU,2805307,-10.653535426615466,-36.80613158055088,47970
POÇO REDONDO,2805406,-9.851194562963046,-37.71131429834383,47996
POÇO VERDE,2805505,-10.801022640395276,-38.1276877296543,48011
PORTO DA FOLHA,2805604,-9.914100352247935,-37.4223984205626,41025
PROPRIÁ,2805703,-10.245433669104667,-36.80373114115759,48038
RIACHÃO DO DANTAS,2805802,-11.033941753704795,-37.800418981673076,48054
RIACHUELO,2805901,-10.730603213392866,-37.22503187190738,48070
RIBEIRÓPOLIS,2806008,-10.504002011663454,-37.42960295713729,48097
ROSÁRIO DO CATETE,2806107,-10.682284780289466,-37.035445714401455,41041
SALGADO,2806206,-11.06256256661774,-37.480406006635974,40428
SANTA LUZIA DO ITANHY,2806305,-11.361710885483227,-37.50604065206279,48119
SANTANA DO SÃO FRANCISCO,2806404,-10.287576205226044,-36.635239524042795,48135
SANTA ROSA DE LIMA,2806503,-10.631748016285252,-37.23635785469396,54313
SANTO AMARO DAS BROTAS,2806602,-10.773817930639467,-36.982621769405924,48151
SÃO CRISTÓVÃO,2806701,-10.96229774710623,-37.22060773278145,40444
SÃO DOMINGOS,2806800,-10.78189668396616,-37.574828306146,48178
SÃO FRANCISCO,2806909,-10.33625710239148,-36.867480853276994,48194
